canonical_smiles,pIC50,IC50_nM,activity_class,n_measurements,pIC50_std,pIC50_min,pIC50_max,molecule_chembl_id,molecule_chembl_ids,n_molecules
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,7.718443457763981,19.123022773609826,1,2,1.8311022357854974,6.423658649794207,9.013228265733755,CHEMBL31570,CHEMBL31570,1
C=CC(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC,9.267606240177031,0.5400000000000007,1,1,,9.267606240177031,9.267606240177031,CHEMBL5181469,CHEMBL5181469,1
C=CC(=O)Oc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC,7.823908740944319,15.000000000000004,1,1,,7.823908740944319,7.823908740944319,CHEMBL4435699,CHEMBL4435699,1
C=CC(=O)Oc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)cc1,7.164413578642458,68.48357467305577,1,6,0.11944801818134247,6.911509529817604,7.228412519118745,CHEMBL2437482,CHEMBL2437482,1
C=CC(=O)Oc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.808123724873768,155.55224202820105,0,2,0.058152228715614845,6.767003889607846,6.849243560139691,CHEMBL5633759,CHEMBL5633759,1
C=CCC(=O)N(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,7.402085528797472,39.61999999999997,1,1,,7.402085528797472,7.402085528797472,CHEMBL5093625,CHEMBL5093625,1
C=CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.486782399932061,32.60000000000003,1,1,,7.486782399932061,7.486782399932061,CHEMBL589826,CHEMBL589826,1
C=CCCN(C)CCN(C)c1cc(OC)c(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,8.698970004336019,2.0000000000000004,1,1,,8.698970004336019,8.698970004336019,CHEMBL5595344,CHEMBL5595344,1
C=CCCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C,5.124186611160242,7513.000000000001,0,2,0.0,5.124186611160242,5.124186611160242,CHEMBL5090133,CHEMBL5090133,1
C=CCCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,7.8823973083099155,13.110000000000008,1,3,0.6702033859305165,7.3693687559795,8.698319050706424,CHEMBL5093402,CHEMBL5093402,1
C=CCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.045757490560675,90.00000000000007,1,2,0.0,7.045757490560675,7.045757490560675,CHEMBL3671504,CHEMBL3671504,1
C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.1487416512809245,71.00000000000003,1,1,,7.1487416512809245,7.1487416512809245,CHEMBL414220,CHEMBL414220,1
C=CCNC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.721246399047171,18.999999999999996,1,2,0.0,7.721246399047171,7.721246399047171,CHEMBL3671513,CHEMBL3671513,1
C=CCNc1cc(Nc2nccc(-c3cnc4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625,24.999999999999993,1,2,0.0,7.6020599913279625,7.6020599913279625,CHEMBL5749572,CHEMBL5749572,1
C=CCNc1cc(Nc2nccc(-c3cnc4nc(OC)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625,24.999999999999993,1,2,0.0,7.6020599913279625,7.6020599913279625,CHEMBL5965945,CHEMBL5965945,1
C=CCOC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.376414564029954,4203.25207428724,0,2,0.5236089378504513,5.006167133386014,5.746661994673893,CHEMBL3233769,CHEMBL3233769,1
C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.102372908709558,79.00000000000007,1,1,,7.102372908709558,7.102372908709558,CHEMBL540701,CHEMBL540701,1
C=CCSSCCC(=O)OCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,5.1549364093611505,6999.444763693758,0,2,0.026579254711128264,5.136142038116027,5.173730780606274,CHEMBL4779194,CHEMBL4779194,1
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,7.221848749616356,60.00000000000003,1,1,,7.221848749616356,7.221848749616356,CHEMBL4871593,CHEMBL4871593,1
C=CCn1c(N)c(C(=O)N/N=C/c2cccs2)sc1=S,4.180456064458132,65999.99999999994,0,1,,4.180456064458132,4.180456064458132,CHEMBL1944929,CHEMBL1944929,1
C=CCn1c(SCC(=O)Nc2ccc(C(=O)/C=C/c3ccc(Cl)cc3)cc2)nnc1-c1cc(-c2ccccc2)nc2ccccc12,5.886056647693163,1300.0000000000005,0,1,,5.886056647693163,5.886056647693163,CHEMBL5572677,CHEMBL5572677,1
C=CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,8.821023052706831,1.5099999999999978,1,3,0.5816308990475517,7.813608784304507,8.821023052706831,CHEMBL4800367,CHEMBL4800367,1
C=CCn1ccc2cc(Nc3ncnc4ccc(N)cc34)ccc21,6.4535807331648085,351.89999999999986,0,1,,6.4535807331648085,6.4535807331648085,CHEMBL5169328,CHEMBL5169328,1
C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,5.29413628771608,5080.0000000000055,0,1,,5.29413628771608,5.29413628771608,CHEMBL1242569,CHEMBL1242569,1
C=CNC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.537602002101044,28.99999999999997,1,2,0.0,7.537602002101044,7.537602002101044,CHEMBL3671512,CHEMBL3671512,1
C=COC(=O)N(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.142667503568731,720.0000000000008,0,1,,6.142667503568731,6.142667503568731,CHEMBL572031,CHEMBL572031,1
C=COC(=O)N(CCN(C)C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.7447274948966935,180.00000000000017,0,1,,6.7447274948966935,6.7447274948966935,CHEMBL572030,CHEMBL572030,1
C=CS(=O)(=O)N1CCC[C@@H](Nc2nc(N)nc(Nc3cccc(Oc4ccccc4)c3)n2)C1,6.540890440282034,287.81243892507536,0,2,0.29859180957346404,6.329754146925875,6.752026733638193,CHEMBL6177465,CHEMBL6177465,1
C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,6.1919917000896,642.6999999999996,0,1,,6.1919917000896,6.1919917000896,CHEMBL4095253,CHEMBL4095253,1
C=CS(=O)(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,6.323253463426345,475.05789120906144,0,2,1.0149883487869111,5.605548319173783,7.040958607678906,CHEMBL1272167,CHEMBL1272167,1
C=CS(=O)(=O)NCCn1cc(-c2ncnc3cc(OC)c(OC)cc23)c(-c2cccc(OC)c2)n1,7.537602002101044,28.99999999999997,1,3,0.8943730859597262,7.376750709602099,9.0,CHEMBL5561612,CHEMBL5561612,1
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.619788758288394,2.4000000000000017,1,1,,8.619788758288394,8.619788758288394,CHEMBL139095,CHEMBL139095,1
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.568636235841012,2.7000000000000033,1,1,,8.568636235841012,8.568636235841012,CHEMBL136511,CHEMBL136511,1
C=CS(=O)(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.521992063920535,3006.1312346602563,0,2,0.12338929517030134,5.434742656579786,5.609241471261283,CHEMBL4447036,CHEMBL4447036,1
C=CS(=O)(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,6.170696227168975,675.0000000000006,0,1,,6.170696227168975,6.170696227168975,CHEMBL4854693,CHEMBL4854693,1
C=CS(=O)(=O)Nc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.573488738635424,267.0000000000004,0,1,,6.573488738635424,6.573488738635424,CHEMBL5632295,CHEMBL5632295,1
C=CS(=O)(=O)Oc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.2262135550188065,594.0,0,1,,6.2262135550188065,6.2262135550188065,CHEMBL5631882,CHEMBL5631882,1
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.468521082957745,340.00000000000017,0,1,,6.468521082957745,6.468521082957745,CHEMBL345077,CHEMBL345077,1
C=Cc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1,7.537602002101044,28.99999999999997,1,1,,7.537602002101044,7.537602002101044,CHEMBL3929584,CHEMBL3929584,1
CC#CC(=O)C1NCCC[C@H]1c1nc(-c2ccc(Oc3cccc(OC)c3F)cc2)c2c(C)nccn12,6.259637310505756,550.0000000000003,0,1,,6.259637310505756,6.259637310505756,CHEMBL5945215,CHEMBL5945215,1
CC#CC(=O)N(C)[C@@H](C)c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c2c(N)nccn12,6.450996737974212,353.99999999999983,0,1,,6.450996737974212,6.450996737974212,CHEMBL6043477,CHEMBL6043477,1
CC#CC(=O)N(C)[C@@H](C)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,6.910094888560602,123.00000000000003,0,1,,6.910094888560602,6.910094888560602,CHEMBL5757940,CHEMBL5757940,1
CC#CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,5.5828605902726745,2612.9999999999995,0,1,,5.5828605902726745,5.5828605902726745,CHEMBL3932338,CHEMBL3932338,1
CC#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1,4.853561864714226,14009.999999999995,0,1,,4.853561864714226,4.853561864714226,CHEMBL4878090,CHEMBL4878090,1
CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccccc4)ccn3)cc2)c(C(N)=O)n1N,4.774509799928716,16806.99999999998,0,1,,4.774509799928716,4.774509799928716,CHEMBL4849268,CHEMBL4849268,1
CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c(C(N)=O)n1N,4.928044389697019,11802.000000000005,0,1,,4.928044389697019,4.928044389697019,CHEMBL4847730,CHEMBL4847730,1
CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(Oc3cccc(OC)c3F)cc2)c2c(C)nccn12,6.259637310505756,550.0000000000003,0,1,,6.259637310505756,6.259637310505756,CHEMBL6062944,CHEMBL6062944,1
CC#CC(=O)N1CCC[C@@H](N(C)c2cnc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1,5.259637310505756,5500.000000000004,0,1,,5.259637310505756,5.259637310505756,CHEMBL5937992,CHEMBL5937992,1
CC#CC(=O)N1CCC[C@@H](Nc2nnc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,5.259637310505756,5500.000000000004,0,1,,5.259637310505756,5.259637310505756,CHEMBL5964701,CHEMBL5964701,1
CC#CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,6.361211332842602,435.2999999999994,0,2,0.0,6.361211332842602,6.361211332842602,CHEMBL4106607,CHEMBL4106607,1
CC#CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1,6.585026652029182,260.0000000000001,0,1,,6.585026652029182,6.585026652029182,CHEMBL5743835,CHEMBL5743835,1
CC#CC(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,6.538501473216981,289.40000000000003,0,2,0.0,6.538501473216981,6.538501473216981,CHEMBL4107879,CHEMBL4107879,1
CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,5.551757587365561,2806.9999999999995,0,2,0.0,5.551757587365561,5.551757587365561,CHEMBL3905432,CHEMBL3905432,1
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,5.454321850207974,3513.0,0,1,,5.454321850207974,5.454321850207974,CHEMBL3707348,CHEMBL3707348,1
CC#CC(=O)N1CC[C@@H](Nc2nnc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1,5.259637310505756,5500.000000000004,0,1,,5.259637310505756,5.259637310505756,CHEMBL6013580,CHEMBL6013580,1
CC#CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,5.896196279044043,1270.0000000000011,0,1,,5.896196279044043,5.896196279044043,CHEMBL1272113,CHEMBL1272113,1
CC#CC(=O)N[C@@H](C)c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12,6.485452247339714,327.0000000000002,0,1,,6.485452247339714,6.485452247339714,CHEMBL6055510,CHEMBL6055510,1
CC#CC(=O)N[C@@H](C)c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c2c(N)nccn12,6.260427655549908,549.0000000000006,0,1,,6.260427655549908,6.260427655549908,CHEMBL5760493,CHEMBL5760493,1
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,5.698970004336019,2000.0000000000002,0,1,,5.698970004336019,5.698970004336019,CHEMBL4297674,CHEMBL4297674,1
CC#CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,6.806041021980813,156.29999999999995,0,2,0.0,6.806041021980813,6.806041021980813,CHEMBL3921655,CHEMBL3921655,1
CC#CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(C)cccn34)n2)c(OC)cc1N(C)CCN(C)C,8.110306385388682,7.756996841561816,1,2,1.3027886177411026,7.189095719331299,9.031517051446064,CHEMBL5625055,CHEMBL5625055,1
CC#CC(=O)Nc1cc(Nc2nccc(-c3ncc4c(C)cccn34)n2)c(OC)cc1N(C)CCN(C)C,8.084519710737897,8.23152476762356,1,2,1.0968657400787227,7.308918507877031,8.860120913598763,CHEMBL5624545,CHEMBL5624545,1
CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.522878745280337,0.3000000000000001,1,1,,9.522878745280337,9.522878745280337,CHEMBL203644,CHEMBL203644,1
CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,6.040958607678906,910.0000000000006,0,1,,6.040958607678906,6.040958607678906,CHEMBL116525,CHEMBL116525,1
CC#CC(=O)Nc1ccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1,6.657577319177793,220.0000000000002,0,1,,6.657577319177793,6.657577319177793,CHEMBL5175924,CHEMBL5175924,1
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,6.234657158862035,582.5629236400141,0,2,0.3486966590780595,5.988091386650845,6.481222931073225,CHEMBL31876,CHEMBL31876,1
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.026872146400301,940.0000000000013,0,3,0.323313727702274,6.026872146400301,6.5868679495651286,CHEMBL283682,CHEMBL283682,1
CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.431798275933005,0.37,1,7,0.7446555966879095,8.096910013008056,9.698970004336019,CHEMBL91867,CHEMBL91867,1
CC#CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.194840296840381,638.4982380555178,0,2,1.4127706815361212,5.195860567664649,7.1938200260161125,CHEMBL4456359,CHEMBL4456359,1
CC#CC(=O)Nc1cccc(-c2nccc(-c3cc4c([nH]3)C3(CCNCC3)CNC4=O)n2)c1,6.30189945437661,499.00000000000034,0,1,,6.30189945437661,6.30189945437661,CHEMBL5082422,CHEMBL5082422,1
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5.296179178073897,5056.1601556912765,0,2,0.18152259263119266,5.167823321885818,5.424535034261977,CHEMBL287022,CHEMBL287022,1
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.202995747738671,6266.200000000007,0,1,,5.202995747738671,5.202995747738671,CHEMBL31745,CHEMBL31745,1
CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,3.3010299956639813,499999.99999999994,0,1,,3.3010299956639813,3.3010299956639813,CHEMBL306988,CHEMBL306988,1
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.983384452442823,1038.9999999999995,0,1,,5.983384452442823,5.983384452442823,CHEMBL136178,CHEMBL136178,1
CC(=O)C1(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)c3cccc4cnccc34)NN2)CC1,8.698970004336019,2.0000000000000004,1,1,,8.698970004336019,8.698970004336019,CHEMBL5769729,CHEMBL5769729,1
CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,6.497994166343605,317.69167442663655,0,2,0.87849849259432,5.876801924968001,7.119186407719209,CHEMBL4092003,CHEMBL4092003,1
CC(=O)N1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)N5CCCCC5)C4)nnc3C(N)=O)cc2)CC1,5.259637310505756,5500.000000000004,0,1,,5.259637310505756,5.259637310505756,CHEMBL6006738,CHEMBL6006738,1
CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2cc(C#N)nc(-c4cnn(C)c4)c2)n3[C@H]2CC[C@@H](O)CC2)CC1,7.90385569371594,12.477980605851252,1,2,1.6148930079960309,6.761953896871205,9.045757490560675,CHEMBL5920247,CHEMBL5920247,1
CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2cc(C)nc(-c4cnn(C)c4)c2)n3[C@H]2CC[C@@H](O)CC2)CC1,7.136278174102165,73.06709245618043,1,2,1.848970141308299,5.828858848971618,8.443697499232712,CHEMBL6001037,CHEMBL6001037,1
CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cccnc4)c2)n3C2CCCC2)CC1,7.5833881835834696,26.098275805117844,1,2,0.7909403994779595,7.024108863598207,8.142667503568731,CHEMBL5963945,CHEMBL5963945,1
CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3C2CCCC2)CC1,7.851667404869234,14.0712472794703,1,4,0.9301496240193885,6.732828271596986,8.823908740944319,CHEMBL5959712,CHEMBL5959712,1
CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4)c2)n3[C@H]2CC[C@@H](O)CC2)CC1,9.397940008672037,0.40000000000000013,1,3,1.2551820717980104,7.58838029403677,10.0,CHEMBL5755058,CHEMBL5755058,1
CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4C)c2)n3CC(C)(C)O)CC1,7.462180904926726,34.50000000000002,1,3,1.2215555785920977,5.940436582098732,8.356547323513812,CHEMBL6056421,CHEMBL6056421,1
CC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,7.236572006437063,57.99999999999995,1,1,,7.236572006437063,7.236572006437063,CHEMBL495734,CHEMBL495734,1
CC(=O)N1CCN(CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,7.853871964321762,14.000000000000005,1,3,0.3072739606062729,7.6777807052660805,8.275724130399212,CHEMBL4793852,CHEMBL4793852,1
CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.522878745280337,3.0000000000000013,1,1,,8.522878745280337,8.522878745280337,CHEMBL258270,CHEMBL258270,1
CC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,7.943095148663527,11.400000000000004,1,1,,7.943095148663527,7.943095148663527,CHEMBL3436359,CHEMBL3436359,1
CC(=O)N1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.1487416512809245,710.0000000000003,0,1,,6.1487416512809245,6.1487416512809245,CHEMBL231885,CHEMBL231885,1
CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)/C=C/c5ccccc5)c4)n3)cc2)CC1,7.056505484093897,87.80000000000008,1,1,,7.056505484093897,7.056505484093897,CHEMBL6163246,CHEMBL6163246,1
CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)CCl)c4)n3)cc2)CC1,6.943095148663527,114.00000000000003,0,1,,6.943095148663527,6.943095148663527,CHEMBL6147522,CHEMBL6147522,1
CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(F)c(Cl)c3)c21,7.325874017257291,47.22000000000005,1,1,,7.325874017257291,7.325874017257291,CHEMBL5269684,CHEMBL5269684,1
CC(=O)N1CCOc2c1ccc1ncnc(Nc3cccc(Br)c3)c21,7.341035157335565,45.60000000000002,1,1,,7.341035157335565,7.341035157335565,CHEMBL5275916,CHEMBL5275916,1
CC(=O)N1CCOc2c1ccc1ncnc(Nc3cccc(C(F)(F)F)c3)c21,6.272458742971444,533.9999999999998,0,1,,6.272458742971444,6.272458742971444,CHEMBL5267140,CHEMBL5267140,1
CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.91721462968355,12.099999999999993,1,1,,7.91721462968355,7.91721462968355,CHEMBL4074601,CHEMBL4074601,1
CC(=O)N1CCc2cc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3Br)ccc21,5.033256356075647,9262.828941527536,0,2,0.26670992070567445,4.844663962534939,5.221848749616356,CHEMBL5280953,CHEMBL5280953,1
CC(=O)N1CCc2ccc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3Br)cc21,5.15481334654197,7001.4284256857245,0,2,0.12630595570823183,5.065501548756432,5.2441251443275085,CHEMBL5275932,CHEMBL5275932,1
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.2247537402597635,5960.000000000002,0,1,,5.2247537402597635,5.2247537402597635,CHEMBL3747776,CHEMBL3747776,1
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.384049948343598,4130.0000000000055,0,1,,5.384049948343598,5.384049948343598,CHEMBL3746212,CHEMBL3746212,1
CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.175874166083451,6669.999999999996,0,1,,5.175874166083451,5.175874166083451,CHEMBL3746421,CHEMBL3746421,1
CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,6.585026652029182,260.0000000000001,0,1,,6.585026652029182,6.585026652029182,CHEMBL3746557,CHEMBL3746557,1
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Br)cc1,4.685922008220787,20609.999999999993,0,1,,4.685922008220787,4.685922008220787,CHEMBL1173023,CHEMBL1173023,1
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(C)cc1,4.757210190521324,17489.99999999999,0,1,,4.757210190521324,4.757210190521324,CHEMBL1173319,CHEMBL1173319,1
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Cl)cc1,4.704872914747809,19729.999999999993,0,1,,4.704872914747809,4.704872914747809,CHEMBL1173022,CHEMBL1173022,1
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(F)cc1,4.80799040734633,15559.999999999987,0,1,,4.80799040734633,4.80799040734633,CHEMBL1172603,CHEMBL1172603,1
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1,4.698102282804792,20040.000000000015,0,1,,4.698102282804792,4.698102282804792,CHEMBL1173398,CHEMBL1173398,1
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1Cl,4.667965722972482,21480.000000000022,0,1,,4.667965722972482,4.667965722972482,CHEMBL1171638,CHEMBL1171638,1
CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,4.592099459857365,25580.000000000007,0,1,,4.592099459857365,4.592099459857365,CHEMBL3746980,CHEMBL3746980,1
CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,4.961777361631282,10919.99999999999,0,1,,4.961777361631282,4.961777361631282,CHEMBL3746268,CHEMBL3746268,1
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Br)cc1,4.734003629504921,18450.00000000001,0,1,,4.734003629504921,4.734003629504921,CHEMBL1173816,CHEMBL1173816,1
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(C)cc1,4.713992877920526,19319.999999999985,0,1,,4.713992877920526,4.713992877920526,CHEMBL1171822,CHEMBL1171822,1
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Cl)cc1,4.7920964696139485,16139.999999999995,0,1,,4.7920964696139485,4.7920964696139485,CHEMBL1173248,CHEMBL1173248,1
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(F)cc1,4.7363639314118915,18350.000000000015,0,1,,4.7363639314118915,4.7363639314118915,CHEMBL1173249,CHEMBL1173249,1
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1,4.542269451754001,28690.00000000001,0,1,,4.542269451754001,4.542269451754001,CHEMBL1172419,CHEMBL1172419,1
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,4.617082864912469,24150.000000000022,0,1,,4.617082864912469,4.617082864912469,CHEMBL1172418,CHEMBL1172418,1
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.033389013318066,9259.999999999985,0,1,,5.033389013318066,5.033389013318066,CHEMBL3746168,CHEMBL3746168,1
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.132532512140949,7369.999999999998,0,1,,5.132532512140949,5.132532512140949,CHEMBL3747277,CHEMBL3747277,1
