max_features,approx_bits_per_split,train_MAE,train_RMSE,train_R2,train_Spearman,val_MAE,val_RMSE,val_R2,val_Spearman,R2_gap,Spearman_gap,RMSE_gap,mean_tree_depth,median_tree_depth,max_tree_depth,mean_n_leaves,median_n_leaves,top10_importance_fraction,top50_importance_fraction,n_features_with_nonzero_importance
0.05,102,0.19451995241795414,0.2713729434372812,0.9599510278217729,0.9835489511084389,0.5874792135553591,0.7643498242027018,0.6102116675284533,0.7743969331694933,0.34973936029331953,0.20915201793894556,0.4929768807654206,83.61333333333333,82.0,134,4824.136666666666,4826.0,0.13758706970081788,0.29913262319965334,2047
0.1,205,0.19468624567098983,0.2725790252107976,0.959594251855056,0.9831904197858874,0.5831583582045529,0.7581663893478235,0.6164927748076705,0.7802624088162244,0.3431014770473855,0.20292801096966295,0.48558736413702597,83.47,82.0,135,4771.5233333333335,4774.0,0.17403645414336588,0.33315368988882615,2047
0.15,307,0.19477886074128098,0.2725720478936553,0.959596320393607,0.9831094049633035,0.5807275394461014,0.7563441274866833,0.6183340876169112,0.7811469399643076,0.34126223277669576,0.20196246499899584,0.48377207959302804,86.66333333333333,84.0,141,4743.18,4745.0,0.20572684913684713,0.35514668688747014,2048
0.2,410,0.19427649624972199,0.27280626596591095,0.9595268537123108,0.9830332049549587,0.5864862108230761,0.761166911637894,0.6134512286650067,0.7792240898066962,0.34607562504730416,0.2038091151482625,0.488360645671983,86.55666666666667,84.5,138,4725.15,4729.0,0.22584929700622763,0.3757806835137043,2048
