molecule_chembl_id,canonical_smiles,tuned_predicted_pIC50,rank_eligible,max_train_tanimoto,AD_category,historical_error_context,murcko_scaffold,same_scaffold_in_canonical_train,pred_mean,pred_sd,pred_median,rank_mean,rank_median,rank_min,rank_max,top5_freq,top10_freq,top20_freq,n_valid,MW,cLogP,TPSA,HBD,HBA,QED,ESOL_logS,Lipinski_ok,Veber_ok,ADMET_ok,affinity_kcal_mol,docking_status,m7_rank,docking_hit,confidence_tier,external_evidence,potential,stability_label,tier
CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,5.358640038471454,41,0.5277777777777778,LOWER,MAE ~0.82,O=c1cc(-c2ccccc2)oc2ccccc12,True,5.453635173916933,0.1888049415883822,5.415003771756233,35.8,41.0,6,51,0.0,0.12,0.2,25,222.243,3.46,30.21,0,2,0.6308,-4.028,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL483830,O=C(O)c1cc(N(Cc2cc(O)ccc2O)Cc2cc(O)ccc2O)ccc1O,5.3392640480730265,42,0.8648648648648649,HIGH,MAE ~0.51,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,True,5.342940650534948,0.029222438803156676,5.341341197490692,43.24,44.0,36,48,0.0,0.0,0.0,25,397.383,3.12,141.69,6,7,0.3485,-4.332,True,False,False,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL2315410,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,5.327660626305474,43,0.2,OOD,MAE ~1.07 (high-error region),O=C1C=CC(=O)C(CC=CCCC2CC=CCC2)=C1,False,5.553195325025755,0.16728055419693857,5.581786827325821,28.04,25.0,9,51,0.0,0.08,0.4,25,445.556,3.757,123.93,4,6,0.3146,-4.375,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL485258,O=C(O)c1cc(N(Cc2ccccc2O)Cc2ccccc2O)ccc1O,5.319583876587095,44,0.8918918918918919,HIGH,MAE ~0.51,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,True,5.337234956643448,0.03381337760383698,5.332727010250092,44.16,44.0,39,49,0.0,0.0,0.0,25,365.385,3.708,101.23,4,5,0.5312,-4.539,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL519395,COc1cc(O)c(C(=O)O)c(C2=C(C)C[C@@H](O)C2=O)c1,5.3064697493447195,45,0.2769230769230769,OOD,MAE ~1.07 (high-error region),O=C1CCC=C1c1ccccc1,False,5.4349724609313625,0.16002968781265317,5.3825789281397,35.08,41.0,6,52,0.0,0.12,0.16,25,278.26,1.206,104.06,3,5,0.7673,-2.349,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL483831,O=C(O)c1ccc(O)c(N(Cc2ccccc2O)Cc2cc(O)ccc2O)c1,5.279241983621787,46,0.6086956521739131,MODERATE,MAE ~0.63,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,True,5.315714092172438,0.05370744463628871,5.299792452918159,46.04,46.0,37,52,0.0,0.0,0.0,25,381.384,3.414,121.46,5,6,0.4148,-4.435,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL453504,O=CN/C=C/c1ccc(O)c(O)c1O,5.261799138387044,47,0.6060606060606061,MODERATE,MAE ~0.63,c1ccccc1,True,5.294832142643398,0.06656483508724106,5.27816215356191,47.0,49.0,37,53,0.0,0.0,0.0,25,195.174,0.52,89.79,4,4,0.4178,-1.497,True,True,True,-6.519,MODERATE,19.0,False,mid,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL485485,O=CN/C=C/c1cccc(O)c1O,5.2323271520932515,48,0.5428571428571428,LOWER,MAE ~0.82,c1ccccc1,True,5.335405266336864,0.0911470029000239,5.336319604714712,43.52,45.0,32,52,0.0,0.0,0.0,25,179.175,0.814,69.56,3,3,0.4748,-1.608,True,True,True,-6.491,MODERATE,17.0,False,mid,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL463054,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O,5.202278298536936,49,0.4166666666666667,LOWER,MAE ~0.82,O=C1c2ccccc2C(=O)c2ccccc21,True,5.247179541701001,0.06570216532038216,5.222185794512431,49.76,52.0,39,56,0.0,0.0,0.0,25,284.267,2.19,83.83,2,5,0.7153,-3.339,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL2315701,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(NCC(=O)O)C1=O,5.151647202703688,50,0.1769911504424778,OOD,MAE ~1.07 (high-error region),C=C1CCCCC1CCC=CCC1=CC(=O)C=CC1=O,False,5.411330082155409,0.1125423338181453,5.391517035007477,37.48,40.0,19,50,0.0,0.0,0.04,25,401.503,4.008,103.7,3,5,0.4194,-4.326,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL441343,O=C(O)c1ccc(O)cc1,5.120575539271036,51,0.4230769230769231,LOWER,MAE ~0.82,c1ccccc1,True,5.089240103860916,0.12147747968871822,5.072329595000656,55.32,56.0,50,58,0.0,0.0,0.0,25,138.122,1.09,57.53,2,2,0.6103,-1.761,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL2315698,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](C(=O)O)C(C)C)C1=O,5.113193624284532,52,0.1688311688311688,OOD,MAE ~1.07 (high-error region),C=C1CCCCC1CCC=CCC1=CC(=O)C=CC1=O,False,5.407774527300123,0.13309529619537638,5.39889111412896,36.92,39.0,15,52,0.0,0.0,0.04,25,443.584,5.032,103.7,3,5,0.341,-5.166,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL2315696,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@H](C(=O)O)C(C)C)C1=O,5.113193624284532,53,0.1688311688311688,OOD,MAE ~1.07 (high-error region),C=C1CCCCC1CCC=CCC1=CC(=O)C=CC1=O,False,5.407774527300123,0.13309529619537638,5.39889111412896,37.92,40.0,16,53,0.0,0.0,0.04,25,443.584,5.032,103.7,3,5,0.341,-5.166,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL2315409,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C1=O,5.061027753485574,54,0.1973684210526315,OOD,MAE ~1.07 (high-error region),C=C1CCCCC1CCC=CCC1=CC(=O)C=CC1=O,False,5.308839981283914,0.13135849836495297,5.311711088418961,45.0,50.0,25,55,0.0,0.0,0.0,25,445.556,3.757,123.93,4,6,0.3146,-4.375,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL489146,CC(=O)N/C=C/c1cc(O)ccc1O,5.053957027461794,55,0.6,MODERATE,MAE ~0.63,c1ccccc1,True,5.113533305291559,0.06282788182657414,5.09988042459223,55.12,56.0,47,57,0.0,0.0,0.0,25,193.202,1.205,69.56,3,3,0.618,-1.982,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL17329,COC(=O)/C=C/c1cc(O)ccc1O,5.023568049934176,56,0.5135135135135135,LOWER,MAE ~0.82,c1ccccc1,True,5.100447485493159,0.12083572197643215,5.078664548794428,54.16,56.0,44,58,0.0,0.0,0.0,25,194.186,1.284,66.76,2,4,0.4226,-2.038,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL556684,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(O)c1C2=O,5.012567847569784,57,0.4680851063829787,LOWER,MAE ~0.82,O=C1c2ccccc2C(=O)c2ccccc21,True,5.1771789759748374,0.061492191174977236,5.170733895271252,53.12,54.0,45,57,0.0,0.0,0.0,25,300.266,1.896,104.06,3,6,0.5929,-3.234,True,True,True,-8.657,SUPPORTIVE,14.0,True,mid,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL483531,COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1,4.767143405878985,58,0.2727272727272727,OOD,MAE ~1.07 (high-error region),c1ccc(-c2ccccc2)cc1,False,4.902121462948804,0.09615907403554176,4.904939086278279,57.76,58.0,56,58,0.0,0.0,0.0,25,290.271,2.486,107.22,4,5,0.6469,-3.43,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL483532,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1C(=O)O,4.658158004177941,59,0.3095238095238095,OOD,MAE ~1.07 (high-error region),c1ccc(-c2ccccc2)cc1,False,4.654287501366772,0.15806806470412127,4.69374607928594,59.0,59.0,59,59,0.0,0.0,0.0,25,276.244,2.183,118.22,5,5,0.5364,-3.24,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
CHEMBL450484,O=C(O)/C=C/c1cc(O)ccc1O,4.020027276674907,60,0.5333333333333333,LOWER,MAE ~0.82,c1ccccc1,True,4.094203345237762,0.08758904901770442,4.101882041207067,60.0,60.0,60,60,0.0,0.0,0.0,25,180.159,1.196,77.76,3,3,0.4716,-1.92,True,True,True,,INCOMPLETE,,False,,not established in repository; no curated EGFR IC50 or name metadata for this candidate-like molecule,LOW,WEAK,Tier 3
