max_features,train_MAE,train_RMSE,train_R2,train_Spearman,val_MAE,val_RMSE,val_R2,val_Spearman,R2_gap,Spearman_gap,RMSE_gap,mean_tree_depth,mean_n_leaves,top10_importance_fraction,top50_importance_fraction,n_features_with_nonzero_importance
0.2,0.194276496249722,0.27280626596591095,0.9595268537123108,0.9830332049549587,0.5864862108230761,0.761166911637894,0.6134512286650067,0.7792240898066962,0.34607562504730416,0.2038091151482625,0.488360645671983,86.55666666666667,4725.15,0.22584929700622763,0.3757806835137043,2048
0.4,0.19442221995324926,0.2733122894314978,0.9593765686299389,0.9828620744369626,0.5834288590362833,0.7609779838727881,0.6136430938947328,0.778811243073265,0.3457334747352061,0.20405083136369762,0.4876656944412903,86.32666666666667,4695.673333333333,0.2632757133525375,0.41217593973856587,2048
0.6,0.19513376495663098,0.27399879712168357,0.9591722359004824,0.9826557996576063,0.5859239060217499,0.7651321363126429,0.6094133624220098,0.7778229241426236,0.34975887347847257,0.20483287551498275,0.4911333391909593,85.73666666666666,4684.206666666667,0.2846996222411465,0.4326247193965161,2048
0.8,0.1955960931031609,0.27471831403347036,0.9589575281143415,0.9825435174089058,0.5893929023042922,0.7678939365960974,0.6065885715172858,0.7760346350516651,0.3523689565970557,0.20650888235724063,0.49317562256262704,84.29333333333334,4678.5233333333335,0.2992304128631794,0.4494414607138096,2048
1.0,0.196186443555106,0.27605786871391297,0.958556297666797,0.9822144781579184,0.5946642853898787,0.7785210462517118,0.5956241504387505,0.7689442118822258,0.36293214722804645,0.21327026627569257,0.5024631775377988,84.14333333333333,4674.406666666667,0.3253436172828577,0.4736204265965442,2048
