molecule_chembl_id,split_seed,rf_seed,predicted_pIC50,rank,n_ranked_in_run,in_train_for_split
CHEMBL483428,21,2024,5.604185293616136,23,60,False
CHEMBL489139,21,2024,5.342861417858991,44,60,False
CHEMBL483525,21,2024,5.553584297059372,28,60,False
CHEMBL521470,21,2024,5.492711294756995,33,60,False
CHEMBL242741,21,2024,5.585912394552004,24,60,False
CHEMBL484121,21,2024,5.673925408030313,14,60,False
CHEMBL484321,21,2024,5.673925408030313,15,60,False
CHEMBL521472,21,2024,5.447063133905805,36,60,False
CHEMBL518986,21,2024,5.529972889264425,32,60,False
CHEMBL490266,21,2024,5.628093092532385,20,60,False
CHEMBL490267,21,2024,5.628093092532385,21,60,False
CHEMBL483526,21,2024,5.443737620932084,38,60,False
CHEMBL522082,21,2024,5.370066846133768,42,60,False
CHEMBL490773,21,2024,5.273213120005119,52,60,False
CHEMBL521184,21,2024,5.5768915933767955,25,60,False
CHEMBL150,21,2024,5.365526532521324,43,60,False
CHEMBL484119,21,2024,5.636336397950611,18,60,False
CHEMBL484316,21,2024,5.636336397950611,19,60,False
CHEMBL490980,21,2024,5.2509414086644615,54,60,False
CHEMBL443171,21,2024,5.28157318497461,51,60,False
CHEMBL519982,21,2024,5.336791905694538,46,60,False
CHEMBL28,21,2024,5.341185379040155,45,60,False
CHEMBL2315699,21,2024,5.8084955307794,7,60,False
CHEMBL2315697,21,2024,5.8084955307794,8,60,False
CHEMBL275638,21,2024,5.4173300986770485,40,60,False
CHEMBL483830,21,2024,5.327344853083293,48,60,False
CHEMBL2315410,21,2024,5.719574424917736,11,60,False
CHEMBL485258,21,2024,5.302358526123894,49,60,False
CHEMBL519395,21,2024,5.608701305579595,22,60,False
CHEMBL483831,21,2024,5.289946564110843,50,60,False
CHEMBL453504,21,2024,5.39849317073822,41,60,False
CHEMBL485485,21,2024,5.446926813125611,37,60,False
CHEMBL463054,21,2024,5.263254292775423,53,60,False
CHEMBL2315701,21,2024,5.553644709655217,27,60,False
CHEMBL441343,21,2024,5.069425287644068,57,60,False
CHEMBL2315698,21,2024,5.534494055180323,30,60,False
CHEMBL2315696,21,2024,5.534494055180323,31,60,False
CHEMBL2315409,21,2024,5.441237777937026,39,60,False
CHEMBL489146,21,2024,5.2389610311720105,55,60,False
CHEMBL17329,21,2024,5.331315268332662,47,60,False
CHEMBL556684,21,2024,5.170733895271252,56,60,False
CHEMBL483531,21,2024,4.840246369278793,58,60,False
CHEMBL483532,21,2024,4.635126471627842,59,60,False
CHEMBL450484,21,2024,4.179909170733557,60,60,False
CHEMBL2316916,21,777,6.65852204020818,1,60,False
CHEMBL5614250,21,777,5.952353566487631,4,60,False
CHEMBL5564149,21,777,5.982949328223865,3,60,False
CHEMBL13983,21,777,5.584607198370827,22,60,False
CHEMBL554993,21,777,5.9235049402713775,5,60,False
CHEMBL512054,21,777,6.050502411921819,2,60,False
CHEMBL131921,21,777,5.631568760830603,17,60,False
CHEMBL2315700,21,777,5.71752228975296,9,60,False
CHEMBL4531006,21,777,5.523652280966441,29,60,False
CHEMBL241609,21,777,5.46675551811854,33,60,False
CHEMBL485475,21,777,5.574477473100027,24,60,False
CHEMBL520144,21,777,5.6093020951723815,19,60,False
CHEMBL491174,21,777,5.499523720805951,31,60,False
CHEMBL243664,21,777,5.765974986154279,8,60,False
CHEMBL4539558,21,777,5.582734464009603,23,60,False
CHEMBL490960,21,777,5.430344670295716,36,60,False
CHEMBL483428,21,777,5.378847046089551,40,60,False
CHEMBL489139,21,777,5.193707419633866,51,60,False
CHEMBL483525,21,777,5.605684205511492,20,60,False
CHEMBL521470,21,777,5.516133873860041,30,60,False
CHEMBL242741,21,777,5.400032815997906,39,60,False
CHEMBL484121,21,777,5.684908149295382,11,60,False
CHEMBL484321,21,777,5.684908149295382,12,60,False
CHEMBL521472,21,777,5.322693121626264,43,60,False
CHEMBL518986,21,777,5.4315323905150095,35,60,False
CHEMBL490266,21,777,5.544251361211141,26,60,False
CHEMBL490267,21,777,5.544251361211141,27,60,False
CHEMBL483526,21,777,5.453895629326618,34,60,False
CHEMBL522082,21,777,5.408698801279068,38,60,False
CHEMBL490773,21,777,5.229105264141447,50,60,False
CHEMBL521184,21,777,5.586491583188375,21,60,False
CHEMBL150,21,777,5.247324495429084,48,60,False
CHEMBL484119,21,777,5.669949470678965,13,60,False
CHEMBL484316,21,777,5.669949470678965,14,60,False
CHEMBL490980,21,777,5.101969002882639,56,60,False
CHEMBL443171,21,777,5.162400372936612,54,60,False
CHEMBL519982,21,777,5.3259159951413,42,60,False
CHEMBL28,21,777,5.178614397718793,53,60,False
CHEMBL2315699,21,777,5.8072664274109735,6,60,False
CHEMBL2315697,21,777,5.8072664274109735,7,60,False
CHEMBL275638,21,777,5.338141206853287,41,60,False
CHEMBL483830,21,777,5.304303771503388,45,60,False
CHEMBL2315410,21,777,5.695036116838455,10,60,False
CHEMBL485258,21,777,5.289047209535327,46,60,False
CHEMBL519395,21,777,5.613233609835307,18,60,False
CHEMBL483831,21,777,5.231732896169027,49,60,False
CHEMBL453504,21,777,5.425172841548919,37,60,False
CHEMBL485485,21,777,5.495806410312652,32,60,False
CHEMBL463054,21,777,5.181968249831882,52,60,False
CHEMBL2315701,21,777,5.542569063769446,28,60,False
CHEMBL441343,21,777,4.859930774370829,58,60,False
CHEMBL2315698,21,777,5.645727880795797,15,60,False
CHEMBL2315696,21,777,5.645727880795797,16,60,False
CHEMBL2315409,21,777,5.547848929829067,25,60,False
CHEMBL489146,21,777,5.256542977738002,47,60,False
CHEMBL17329,21,777,5.30574081155989,44,60,False
CHEMBL556684,21,777,5.148500947288736,55,60,False
CHEMBL483531,21,777,4.925921733921224,57,60,False
CHEMBL483532,21,777,4.758525698984856,59,60,False
CHEMBL450484,21,777,4.285430162482791,60,60,False
CHEMBL2316916,42,42,6.639241706000433,1,60,False
CHEMBL5614250,42,42,6.1574010780122554,2,60,False
CHEMBL5564149,42,42,6.119193044900894,3,60,False
CHEMBL13983,42,42,5.932621772289276,4,60,False
CHEMBL554993,42,42,5.914668312867483,5,60,False
CHEMBL512054,42,42,5.9026687916119895,6,60,False
CHEMBL131921,42,42,5.8746152983578765,7,60,False
CHEMBL2315700,42,42,5.83989722583029,8,60,False
CHEMBL4531006,42,42,5.785586880842844,9,60,False
CHEMBL241609,42,42,5.74369409845333,10,60,False
CHEMBL485475,42,42,5.732817651555652,11,60,False
CHEMBL520144,42,42,5.73268210140864,12,60,False
CHEMBL491174,42,42,5.731033381938934,13,60,False
CHEMBL243664,42,42,5.714256839249035,14,60,False
CHEMBL4539558,42,42,5.7099654595057165,15,60,False
CHEMBL490960,42,42,5.695550762321268,16,60,False
CHEMBL483428,42,42,5.666013137503305,17,60,False
CHEMBL489139,42,42,5.661048379256869,18,60,False
CHEMBL483525,42,42,5.642614327748617,19,60,False
CHEMBL521470,42,42,5.641518894566429,20,60,False
CHEMBL242741,42,42,5.628858420530954,21,60,False
CHEMBL484121,42,42,5.626034315109253,22,60,False
CHEMBL484321,42,42,5.626034315109253,23,60,False
CHEMBL521472,42,42,5.617603556300913,24,60,False
CHEMBL518986,42,42,5.616052944660186,25,60,False
CHEMBL490266,42,42,5.612580932776133,26,60,False
CHEMBL490267,42,42,5.612580932776133,27,60,False
CHEMBL483526,42,42,5.610189750875746,28,60,False
CHEMBL522082,42,42,5.588656685892838,29,60,False
CHEMBL490773,42,42,5.577083313703537,30,60,False
CHEMBL521184,42,42,5.572765600511006,31,60,False
CHEMBL150,42,42,5.5701316497978715,32,60,False
CHEMBL484119,42,42,5.565539372444153,33,60,False
CHEMBL484316,42,42,5.565539372444153,34,60,False
CHEMBL490980,42,42,5.5570273615774655,35,60,False
CHEMBL443171,42,42,5.5504438072606765,36,60,False
CHEMBL519982,42,42,5.47137385886813,37,60,False
CHEMBL28,42,42,5.409030093851326,38,60,False
CHEMBL2315699,42,42,5.380620009766685,39,60,False
CHEMBL2315697,42,42,5.380620009766685,40,60,False
CHEMBL275638,42,42,5.358640038471454,41,60,False
CHEMBL483830,42,42,5.3392640480730265,42,60,False
CHEMBL2315410,42,42,5.327660626305474,43,60,False
CHEMBL485258,42,42,5.319583876587095,44,60,False
CHEMBL519395,42,42,5.3064697493447195,45,60,False
CHEMBL483831,42,42,5.279241983621787,46,60,False
CHEMBL453504,42,42,5.261799138387044,47,60,False
CHEMBL485485,42,42,5.2323271520932515,48,60,False
CHEMBL463054,42,42,5.202278298536936,49,60,False
CHEMBL2315701,42,42,5.151647202703688,50,60,False
CHEMBL441343,42,42,5.120575539271036,51,60,False
CHEMBL2315698,42,42,5.113193624284533,52,60,False
CHEMBL2315696,42,42,5.113193624284533,53,60,False
CHEMBL2315409,42,42,5.061027753485574,54,60,False
CHEMBL489146,42,42,5.053957027461794,55,60,False
CHEMBL17329,42,42,5.023568049934176,56,60,False
CHEMBL556684,42,42,5.012567847569784,57,60,False
CHEMBL483531,42,42,4.767143405878985,58,60,False
CHEMBL483532,42,42,4.658158004177941,59,60,False
CHEMBL450484,42,42,4.020027276674907,60,60,False
CHEMBL2316916,42,7,6.76656377977795,1,60,False
CHEMBL5614250,42,7,6.099307183954451,3,60,False
CHEMBL5564149,42,7,6.128396991438335,2,60,False
CHEMBL13983,42,7,5.9723972566922505,6,60,False
CHEMBL554993,42,7,5.977266231510375,5,60,False
CHEMBL512054,42,7,6.048231262101067,4,60,False
CHEMBL131921,42,7,5.859875937317357,7,60,False
CHEMBL2315700,42,7,5.755271409617531,10,60,False
CHEMBL4531006,42,7,5.624748118718466,25,60,False
CHEMBL241609,42,7,5.701484210491181,14,60,False
CHEMBL485475,42,7,5.82519881327947,8,60,False
CHEMBL520144,42,7,5.554904971770567,31,60,False
CHEMBL491174,42,7,5.693016114249374,15,60,False
CHEMBL243664,42,7,5.749282851648194,11,60,False
CHEMBL4539558,42,7,5.561318994363149,30,60,False
CHEMBL490960,42,7,5.702674553647186,13,60,False
CHEMBL483428,42,7,5.748785127958007,12,60,False
CHEMBL489139,42,7,5.766354457005106,9,60,False
CHEMBL483525,42,7,5.4837539911321755,35,60,False
CHEMBL521470,42,7,5.460874438418282,36,60,False
CHEMBL242741,42,7,5.582065329407201,28,60,False
CHEMBL484121,42,7,5.686461449993981,16,60,False
CHEMBL484321,42,7,5.686461449993981,17,60,False
CHEMBL521472,42,7,5.624772963776733,24,60,False
CHEMBL518986,42,7,5.54113468726476,33,60,False
CHEMBL490266,42,7,5.628247019979689,22,60,False
CHEMBL490267,42,7,5.628247019979689,23,60,False
CHEMBL483526,42,7,5.442940865502213,37,60,False
CHEMBL522082,42,7,5.652115483524251,19,60,False
CHEMBL490773,42,7,5.619459320162282,26,60,False
CHEMBL521184,42,7,5.678855675894116,18,60,False
CHEMBL150,42,7,5.5468561228116355,32,60,False
CHEMBL484119,42,7,5.642934685548147,20,60,False
CHEMBL484316,42,7,5.642934685548147,21,60,False
CHEMBL490980,42,7,5.521706369320552,34,60,False
CHEMBL443171,42,7,5.613303430477778,27,60,False
CHEMBL519982,42,7,5.356081563487198,42,60,False
CHEMBL28,42,7,5.395502823401437,40,60,False
CHEMBL2315699,42,7,5.435194130208758,38,60,False
CHEMBL2315697,42,7,5.435194130208758,39,60,False
CHEMBL275638,42,7,5.306368378900832,47,60,False
CHEMBL483830,42,7,5.356166547139486,41,60,False
CHEMBL2315410,42,7,5.308698473638959,46,60,False
CHEMBL485258,42,7,5.3347178030014035,44,60,False
CHEMBL519395,42,7,5.578272924396727,29,60,False
CHEMBL483831,42,7,5.318136215209961,45,60,False
CHEMBL453504,42,7,5.233037316799164,49,60,False
CHEMBL485485,42,7,5.261047447522481,48,60,False
CHEMBL463054,42,7,5.347251874075996,43,60,False
CHEMBL2315701,42,7,5.219055094983843,50,60,False
CHEMBL441343,42,7,5.1006163390477495,54,60,False
CHEMBL2315698,42,7,5.206809656884936,51,60,False
CHEMBL2315696,42,7,5.206809656884936,52,60,False
CHEMBL2315409,42,7,5.096537973350949,55,60,False
CHEMBL489146,42,7,5.062435942093531,56,60,False
CHEMBL17329,42,7,4.94994690601031,57,60,False
CHEMBL556684,42,7,5.169776214228736,53,60,False
CHEMBL483531,42,7,4.904939086278279,58,60,False
CHEMBL483532,42,7,4.740700239340464,59,60,False
CHEMBL450484,42,7,4.081261129379272,60,60,False
CHEMBL2316916,42,123,6.752717670996984,1,60,False
CHEMBL5614250,42,123,5.9303182941012915,4,60,False
CHEMBL5564149,42,123,6.071080961227417,2,60,False
CHEMBL13983,42,123,5.9169412734451745,5,60,False
CHEMBL554993,42,123,5.881534849802653,7,60,False
CHEMBL512054,42,123,5.957710139018518,3,60,False
CHEMBL131921,42,123,5.846979868279563,8,60,False
CHEMBL2315700,42,123,5.719187235037486,12,60,False
CHEMBL4531006,42,123,5.6656748795509335,18,60,False
CHEMBL241609,42,123,5.729044850534863,10,60,False
CHEMBL485475,42,123,5.788209409952164,9,60,False
CHEMBL520144,42,123,5.656303191820781,19,60,False
CHEMBL491174,42,123,5.723513042635388,11,60,False
CHEMBL243664,42,123,5.900048232176088,6,60,False
CHEMBL4539558,42,123,5.6486954548623824,20,60,False
CHEMBL490960,42,123,5.693403280920452,15,60,False
CHEMBL483428,42,123,5.710954912624591,13,60,False
CHEMBL489139,42,123,5.630952105778235,21,60,False
CHEMBL483525,42,123,5.445258605122968,39,60,False
CHEMBL521470,42,123,5.519488436513477,33,60,False
CHEMBL242741,42,123,5.704389431463348,14,60,False
CHEMBL484121,42,123,5.629189866118961,22,60,False
CHEMBL484321,42,123,5.629189866118961,23,60,False
CHEMBL521472,42,123,5.605587401734458,24,60,False
CHEMBL518986,42,123,5.553071094353994,28,60,False
CHEMBL490266,42,123,5.671907301081551,16,60,False
CHEMBL490267,42,123,5.671907301081551,17,60,False
CHEMBL483526,42,123,5.451183305643223,37,60,False
CHEMBL522082,42,123,5.524186224410408,32,60,False
CHEMBL490773,42,123,5.493361216960129,34,60,False
CHEMBL521184,42,123,5.550583926041921,29,60,False
CHEMBL150,42,123,5.557750156588025,27,60,False
CHEMBL484119,42,123,5.598442586263021,25,60,False
CHEMBL484316,42,123,5.598442586263021,26,60,False
CHEMBL490980,42,123,5.535520162361639,31,60,False
CHEMBL443171,42,123,5.5484578564343625,30,60,False
CHEMBL519982,42,123,5.369480328162511,43,60,False
CHEMBL28,42,123,5.4642489004311745,35,60,False
CHEMBL2315699,42,123,5.38417632369768,41,60,False
CHEMBL2315697,42,123,5.38417632369768,42,60,False
CHEMBL275638,42,123,5.456575484977428,36,60,False
CHEMBL483830,42,123,5.351468331019084,44,60,False
CHEMBL2315410,42,123,5.31470830985478,47,60,False
CHEMBL485258,42,123,5.343711406389872,45,60,False
CHEMBL519395,42,123,5.446285510610651,38,60,False
CHEMBL483831,42,123,5.420122202780851,40,60,False
CHEMBL453504,42,123,5.221755794684092,53,60,False
CHEMBL485485,42,123,5.24862650791804,51,60,False
CHEMBL463054,42,123,5.291435458642465,48,60,False
CHEMBL2315701,42,123,5.325629663864771,46,60,False
CHEMBL441343,42,123,5.072329595000656,56,60,False
CHEMBL2315698,42,123,5.261650305078143,49,60,False
CHEMBL2315696,42,123,5.261650305078143,50,60,False
CHEMBL2315409,42,123,5.154271995510373,54,60,False
CHEMBL489146,42,123,5.085345818201701,55,60,False
CHEMBL17329,42,123,4.86214105685552,58,60,False
CHEMBL556684,42,123,5.229540984295033,52,60,False
CHEMBL483531,42,123,4.940765498320262,57,60,False
CHEMBL483532,42,123,4.770512017236415,59,60,False
CHEMBL450484,42,123,4.101882041207067,60,60,False
CHEMBL2316916,42,2024,6.725879631837209,1,60,False
CHEMBL5614250,42,2024,5.985856477684445,3,60,False
CHEMBL5564149,42,2024,6.1346889588567945,2,60,False
CHEMBL13983,42,2024,5.9552636551857,4,60,False
CHEMBL554993,42,2024,5.8592243949572245,7,60,False
CHEMBL512054,42,2024,5.945657001336415,5,60,False
CHEMBL131921,42,2024,5.811374655544214,9,60,False
CHEMBL2315700,42,2024,5.824746330181758,8,60,False
CHEMBL4531006,42,2024,5.47164657831192,39,60,False
CHEMBL241609,42,2024,5.709415955999943,11,60,False
CHEMBL485475,42,2024,5.871496387322744,6,60,False
CHEMBL520144,42,2024,5.677635878121182,13,60,False
CHEMBL491174,42,2024,5.657305748061528,14,60,False
CHEMBL243664,42,2024,5.747402010300574,10,60,False
CHEMBL4539558,42,2024,5.500185117986468,37,60,False
CHEMBL490960,42,2024,5.604677591487844,19,60,False
CHEMBL483428,42,2024,5.603899885847424,20,60,False
CHEMBL489139,42,2024,5.646899993226125,17,60,False
CHEMBL483525,42,2024,5.590066658055111,23,60,False
CHEMBL521470,42,2024,5.530088361501694,33,60,False
CHEMBL242741,42,2024,5.69482591186251,12,60,False
CHEMBL484121,42,2024,5.650565560128954,15,60,False
CHEMBL484321,42,2024,5.650565560128954,16,60,False
CHEMBL521472,42,2024,5.542573164127491,29,60,False
CHEMBL518986,42,2024,5.588299474640498,24,60,False
CHEMBL490266,42,2024,5.596147826512655,21,60,False
CHEMBL490267,42,2024,5.596147826512655,22,60,False
CHEMBL483526,42,2024,5.542430594956204,30,60,False
CHEMBL522082,42,2024,5.430672420736343,41,60,False
CHEMBL490773,42,2024,5.505382091544924,36,60,False
CHEMBL521184,42,2024,5.616999009715186,18,60,False
CHEMBL150,42,2024,5.490465985139211,38,60,False
CHEMBL484119,42,2024,5.56436608931375,26,60,False
CHEMBL484316,42,2024,5.56436608931375,27,60,False
CHEMBL490980,42,2024,5.455522875211857,40,60,False
CHEMBL443171,42,2024,5.567773230637192,25,60,False
CHEMBL519982,42,2024,5.509413425230877,34,60,False
CHEMBL28,42,2024,5.371753223909902,42,60,False
CHEMBL2315699,42,2024,5.541663639280531,31,60,False
CHEMBL2315697,42,2024,5.541663639280531,32,60,False
CHEMBL275638,42,2024,5.312005437156568,46,60,False
CHEMBL483830,42,2024,5.365206387837728,43,60,False
CHEMBL2315410,42,2024,5.507065462403827,35,60,False
CHEMBL485258,42,2024,5.329067578156789,44,60,False
CHEMBL519395,42,2024,5.562485628525416,28,60,False
CHEMBL483831,42,2024,5.325471264521281,45,60,False
CHEMBL453504,42,2024,5.258956422805786,49,60,False
CHEMBL485485,42,2024,5.241258091926575,51,60,False
CHEMBL463054,42,2024,5.18578097597758,53,60,False
CHEMBL2315701,42,2024,5.257675333023072,50,60,False
CHEMBL441343,42,2024,5.099930300712585,55,60,False
CHEMBL2315698,42,2024,5.261889374097189,47,60,False
CHEMBL2315696,42,2024,5.261889374097189,48,60,False
CHEMBL2315409,42,2024,5.23102292084694,52,60,False
CHEMBL489146,42,2024,5.106045120610131,54,60,False
CHEMBL17329,42,2024,5.031631619029575,57,60,False
CHEMBL556684,42,2024,5.071174369653066,56,60,False
CHEMBL483531,42,2024,4.958960523190322,58,60,False
CHEMBL483532,42,2024,4.872675402561824,59,60,False
CHEMBL450484,42,2024,4.140262347592247,60,60,False
CHEMBL2316916,42,777,6.726479684475697,1,60,False
CHEMBL5614250,42,777,5.973776307370928,3,60,False
CHEMBL5564149,42,777,6.216910757488675,2,60,False
CHEMBL13983,42,777,5.868705107371013,6,60,False
CHEMBL554993,42,777,5.882825481573741,5,60,False
CHEMBL512054,42,777,5.863941448609035,7,60,False
CHEMBL131921,42,777,5.846910594737891,8,60,False
CHEMBL2315700,42,777,5.90225056582027,4,60,False
CHEMBL4531006,42,777,5.71308888636695,15,60,False
CHEMBL241609,42,777,5.733950591087341,13,60,False
CHEMBL485475,42,777,5.801043834459214,9,60,False
CHEMBL520144,42,777,5.739370249744618,12,60,False
CHEMBL491174,42,777,5.724578832308451,14,60,False
CHEMBL243664,42,777,5.786645040349235,11,60,False
CHEMBL4539558,42,777,5.689094343344371,16,60,False
CHEMBL490960,42,777,5.665721597762334,17,60,False
CHEMBL483428,42,777,5.653700953537728,19,60,False
CHEMBL489139,42,777,5.6394139774122225,20,60,False
CHEMBL483525,42,777,5.603390988230705,23,60,False
CHEMBL521470,42,777,5.53358490980996,35,60,False
CHEMBL242741,42,777,5.574768441120783,28,60,False
CHEMBL484121,42,777,5.565468900468614,32,60,False
CHEMBL484321,42,777,5.565468900468614,33,60,False
CHEMBL521472,42,777,5.625763372103373,21,60,False
CHEMBL518986,42,777,5.658764397753608,18,60,False
CHEMBL490266,42,777,5.56551300154792,30,60,False
CHEMBL490267,42,777,5.56551300154792,31,60,False
CHEMBL483526,42,777,5.608113584276402,22,60,False
CHEMBL522082,42,777,5.570525850198208,29,60,False
CHEMBL490773,42,777,5.593968759817955,25,60,False
CHEMBL521184,42,777,5.789956622971428,10,60,False
CHEMBL150,42,777,5.515868345101675,38,60,False
CHEMBL484119,42,777,5.582632684177823,26,60,False
CHEMBL484316,42,777,5.582632684177823,27,60,False
CHEMBL490980,42,777,5.562189780871074,34,60,False
CHEMBL443171,42,777,5.595532262325287,24,60,False
CHEMBL519982,42,777,5.476201710260276,39,60,False
CHEMBL28,42,777,5.443176378179479,41,60,False
CHEMBL2315699,42,777,5.5232993678251905,36,60,False
CHEMBL2315697,42,777,5.5232993678251905,37,60,False
CHEMBL275638,42,777,5.416177108816248,42,60,False
CHEMBL483830,42,777,5.372950988963798,44,60,False
CHEMBL2315410,42,777,5.455276186466217,40,60,False
CHEMBL485258,42,777,5.342779064816967,46,60,False
CHEMBL519395,42,777,5.359808875358467,45,60,False
CHEMBL483831,42,777,5.281832726909564,51,60,False
CHEMBL453504,42,777,5.235223848554823,53,60,False
CHEMBL485485,42,777,5.258647136688232,52,60,False
CHEMBL463054,42,777,5.3418385279178615,47,60,False
CHEMBL2315701,42,777,5.385222065448761,43,60,False
CHEMBL441343,42,777,5.129595656394958,55,60,False
CHEMBL2315698,42,777,5.337614648342132,48,60,False
CHEMBL2315696,42,777,5.337614648342132,49,60,False
CHEMBL2315409,42,777,5.293645256757737,50,60,False
CHEMBL489146,42,777,5.038840413199531,56,60,False
CHEMBL17329,42,777,4.950075031427236,57,60,False
CHEMBL556684,42,777,5.202582436800003,54,60,False
CHEMBL483531,42,777,4.866916848655904,58,60,False
CHEMBL483532,42,777,4.711620705958569,59,60,False
CHEMBL450484,42,777,3.99587590040984,60,60,False
CHEMBL2316916,123,42,6.507164888050821,1,60,False
CHEMBL5614250,123,42,5.773253070513407,9,60,False
CHEMBL5564149,123,42,6.032517904043198,3,60,False
CHEMBL13983,123,42,5.824437360410337,7,60,False
CHEMBL554993,123,42,5.83644971148173,5,60,False
CHEMBL512054,123,42,5.928169783353805,4,60,False
CHEMBL131921,123,42,5.814376517534256,8,60,False
CHEMBL2315700,123,42,5.585700742006302,27,60,False
CHEMBL4531006,123,42,5.516017417907715,35,60,False
CHEMBL241609,123,42,5.728821376164754,12,60,False
CHEMBL485475,123,42,5.828184653384345,6,60,False
CHEMBL520144,123,42,5.577308223145639,29,60,False
CHEMBL491174,123,42,5.688382196369625,17,60,False
CHEMBL243664,123,42,6.044225845271268,2,60,False
CHEMBL4539558,123,42,5.446798740228017,42,60,False
CHEMBL490960,123,42,5.697497049565038,16,60,False
CHEMBL483428,123,42,5.65381173286303,21,60,False
CHEMBL489139,123,42,5.617985323601929,22,60,False
CHEMBL483525,123,42,5.5839879340459815,28,60,False
CHEMBL521470,123,42,5.458207954035865,41,60,False
CHEMBL242741,123,42,5.616238882144292,23,60,False
CHEMBL484121,123,42,5.767005194505056,10,60,False
CHEMBL484321,123,42,5.767005194505056,11,60,False
CHEMBL521472,123,42,5.586676084348134,26,60,False
CHEMBL518986,123,42,5.676612524986267,20,60,False
CHEMBL490266,123,42,5.704308513800303,13,60,False
CHEMBL490267,123,42,5.704308513800303,14,60,False
CHEMBL483526,123,42,5.4636055545317825,40,60,False
CHEMBL522082,123,42,5.557535298245293,31,60,False
CHEMBL490773,123,42,5.5368031151547,34,60,False
CHEMBL521184,123,42,5.70287236240175,15,60,False
CHEMBL150,123,42,5.588860080866587,25,60,False
CHEMBL484119,123,42,5.683648443554388,18,60,False
CHEMBL484316,123,42,5.683648443554388,19,60,False
CHEMBL490980,123,42,5.555587844087963,32,60,False
CHEMBL443171,123,42,5.610374960933412,24,60,False
CHEMBL519982,123,42,5.397567289670309,46,60,False
CHEMBL28,123,42,5.570827653380672,30,60,False
CHEMBL2315699,123,42,5.504042575955391,36,60,False
CHEMBL2315697,123,42,5.504042575955391,37,60,False
CHEMBL275638,123,42,5.540772335769294,33,60,False
CHEMBL483830,123,42,5.401802559216817,45,60,False
CHEMBL2315410,123,42,5.3226242572069165,51,60,False
CHEMBL485258,123,42,5.423844625473023,44,60,False
CHEMBL519395,123,42,5.360302672606927,49,60,False
CHEMBL483831,123,42,5.381091015752855,48,60,False
CHEMBL453504,123,42,5.3347458680470785,50,60,False
CHEMBL485485,123,42,5.425447401126226,43,60,False
CHEMBL463054,123,42,5.241603879531224,54,60,False
CHEMBL2315701,123,42,5.391517035007477,47,60,False
CHEMBL441343,123,42,5.299181818962097,53,60,False
CHEMBL2315698,123,42,5.478576707839966,38,60,False
CHEMBL2315696,123,42,5.478576707839966,39,60,False
CHEMBL2315409,123,42,5.311711088418961,52,60,False
CHEMBL489146,123,42,5.131879961774462,56,60,False
CHEMBL17329,123,42,5.078664548794428,57,60,False
CHEMBL556684,123,42,5.1597663017114,55,60,False
CHEMBL483531,123,42,4.9763935484709565,58,60,False
CHEMBL483532,123,42,4.69843315243721,59,60,False
CHEMBL450484,123,42,4.003269080320994,60,60,False
CHEMBL2316916,123,7,6.639907785521614,1,60,False
CHEMBL5614250,123,7,5.59639975309372,21,60,False
CHEMBL5564149,123,7,6.061930636962255,2,60,False
CHEMBL13983,123,7,5.72821377023061,14,60,False
CHEMBL554993,123,7,5.767009934186936,9,60,False
CHEMBL512054,123,7,5.908211190303167,5,60,False
CHEMBL131921,123,7,5.947010942121347,3,60,False
CHEMBL2315700,123,7,5.447343088388443,35,60,False
CHEMBL4531006,123,7,5.592448107931349,22,60,False
CHEMBL241609,123,7,5.7164478136698404,16,60,False
CHEMBL485475,123,7,5.799834348325375,8,60,False
CHEMBL520144,123,7,5.572672156287564,24,60,False
CHEMBL491174,123,7,5.721184966436282,15,60,False
CHEMBL243664,123,7,5.9330020319012675,4,60,False
CHEMBL4539558,123,7,5.542076426876916,27,60,False
CHEMBL490960,123,7,5.651163637801452,17,60,False
CHEMBL483428,123,7,5.5990824459778565,20,60,False
CHEMBL489139,123,7,5.508914897641176,30,60,False
CHEMBL483525,123,7,5.612873870750268,19,60,False
CHEMBL521470,123,7,5.378017321427663,43,60,False
CHEMBL242741,123,7,5.5840371850492465,23,60,False
CHEMBL484121,123,7,5.875950264930725,6,60,False
CHEMBL484321,123,7,5.875950264930725,7,60,False
CHEMBL521472,123,7,5.559907593250275,26,60,False
CHEMBL518986,123,7,5.632167808347278,18,60,False
CHEMBL490266,123,7,5.754653906822204,12,60,False
CHEMBL490267,123,7,5.754653906822204,13,60,False
CHEMBL483526,123,7,5.403661276286556,37,60,False
CHEMBL522082,123,7,5.481277950521499,33,60,False
CHEMBL490773,123,7,5.367155486103088,44,60,False
CHEMBL521184,123,7,5.539398978153865,28,60,False
CHEMBL150,123,7,5.569343618644006,25,60,False
CHEMBL484119,123,7,5.765876516501109,10,60,False
CHEMBL484316,123,7,5.765876516501109,11,60,False
CHEMBL490980,123,7,5.460122574082128,34,60,False
CHEMBL443171,123,7,5.528208674024652,29,60,False
CHEMBL519982,123,7,5.322971772372722,51,60,False
CHEMBL28,123,7,5.4011940507303065,38,60,False
CHEMBL2315699,123,7,5.49063766002655,31,60,False
CHEMBL2315697,123,7,5.49063766002655,32,60,False
CHEMBL275638,123,7,5.337978241344293,49,60,False
CHEMBL483830,123,7,5.364964195251464,47,60,False
CHEMBL2315410,123,7,5.412937072515487,36,60,False
