seed,RandomForest_Spearman,RandomForest_p,RandomForest_MAE,XGBoost_Spearman,XGBoost_p,XGBoost_MAE,Transformer_Spearman,Transformer_p,Transformer_MAE,Ensemble_equal_weight_Spearman,Ensemble_equal_weight_p,Ensemble_equal_weight_MAE,controls_in_top20_ensemble
42,0.23263290217136232,0.07621734526966299,1.0743815143131459,-0.04357483129868106,0.7431392898442108,0.955514123884298,0.2503835532639174,0.05579012697294618,0.9328298407085871,0.29120822925711215,0.025240991798269746,0.9642218484196382,True
7,0.15316947742212433,0.24678494580149274,1.0548697590693883,-0.03258614144737048,0.8064498399156105,0.9699137008796304,-0.3080115139357714,0.017631113040839464,1.023087469197936,-0.23854819622938353,0.06883755052804863,0.9957498464833865,True
123,0.2371920394500975,0.07047681421723101,1.0712795882746036,-0.23342198362345112,0.07519806981903145,0.9642544520103326,-0.019433364019666794,0.8838499974100473,1.218826609142756,0.11291807304059022,0.3944858234800023,1.1143902387879518,True
2024,0.2237192042866556,0.08850896441317098,1.083706299597405,0.02530905694477384,0.849094801407406,0.9933685286570404,-0.11724309240135816,0.37650830299805527,1.1212413795923784,0.03293443797017214,0.8044217035219697,1.060848009892271,True
777,0.1849957626563723,0.16070135825542098,1.0728005594196965,0.07402753030151517,0.5773801729759436,1.020108368437169,-0.13816683471426258,0.2966761592527335,0.9015192419795667,-0.07668142434226416,0.563770687236169,0.9300084462684427,True
